unnamed:_0;food;makanan_indonesia;caloric_value;fat;saturated_fats;monounsaturated_fats;polyunsaturated_fats;carbohydrates;sugars;protein;dietary_fiber;cholesterol;sodium;water;vitamin_a;vitamin_b1;vitamin_b11;vitamin_b12;vitamin_b2;vitamin_b3;vitamin_b5;vitamin_b6;vitamin_c;vitamin_d;vitamin_e;vitamin_k;calcium;copper;iron;magnesium;manganese;phosphorus;potassium;selenium;zinc;nutrition_density
1321;chocolate;cokelat;208;14.0;8.2;4.6;0.4;24.8;21.1;1.6;2.3;0.0;0.001;0.2;0.0;0.094;0.069;0.0;0.026;0.3;0.019;0.091;0.0;0.0;0.1;0.074;9.8;0.2;1.1;46.3;0.2;60.3;118.9;0.018;0.6;53.6
1322;twix mars;Twix Mars;146;7.2;5.5;0.9;0.2;18.8;14.0;1.4;0.3;2.0;0.064;1.2;0.081;0.062;0.048;0.007;0.036;0.073;0.3;0.03;0.099;0.2;0.0;0.2;0.085;30.7;0.042;0.2;7.8;0.071;30.5;53.9;0.065;27.86
1323;kit kat nestle;Kit Kat Nestle;62;3.3;2.2;0.6;0.097;7.6;6.5;0.7;0.2;1.1;0.022;0.1;0.0;0.0;0.094;0.047;0.0;0.071;0.035;0.065;0.0;0.2;0.0;0.0;0.0;16.6;0.059;0.1;0.2;0.0;13.4;35.3;0.0;11.843
1324;snickers mars;Snickers Mars;280;13.6;5.2;4.5;1.7;35.1;28.8;4.3;1.3;7.4;0.1;3.2;0.2;0.009;0.015;0.089;0.078;0.092;2.1;0.3;0.077;0.3;0.0;0.9;0.015;53.0;0.2;0.4;41.0;0.2;108.3;184.1;0.0;54.826
1325;milky way mars;Bima Sakti Mars;264;10.0;7.0;1.3;0.2;41.3;34.6;2.3;0.6;5.2;0.021;3.7;0.1;0.065;0.085;0.079;0.011;0.081;0.0;0.09;0.068;0.4;0.072;0.5;0.038;66.7;0.047;0.3;11.6;0.095;38.9;71.9;0.073;54.438
1326;clif bar;Clif Bar;235;4.0;1.0;0.7;1.5;44.5;21.5;10.0;5.0;0.0;0.1;7.5;0.0;0.4;0.076;0.055;0.3;3.0;1.5;0.4;60.0;0.0;0.2;0.089;250.2;0.3;4.5;100.0;1.5;199.9;280.2;0.048;3.0;378.2
1327;gum drops;Gusi tetes;18;0.042;0.05;0.1;0.012;4.4;3.5;0.0;0.0;0.0;0.008;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.058;0.0;4.418
1328;skittles wild berry mars;Skittles Wild Berry Mars;249;2.6;2.6;0.0;0.0;56.3;47.1;0.1;0.0;0.0;0.036;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.6
1329;skittles original mars;Skittles Original Mars;251;2.7;2.6;0.0;0.0;56.3;47.0;0.1;0.0;0.0;0.025;2.4;0.0;0.0;0.0;0.0;0.033;0.037;0.016;0.097;41.4;0.0;0.1;0.036;0.0;0.087;0.0;0.6;0.073;0.6;7.4;0.044;0.03;100.5
1330;skittles tropical mars;Skittles Tropical Mars;251;2.7;0.0;0.0;0.0;56.3;47.0;0.1;0.0;0.0;0.095;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.7
1331;fruit leather;kulit buah;52;0.4;0.025;0.2;0.05;12.0;6.9;0.029;0.0;0.0;0.0;1.4;0.0;0.051;0.081;0.0;0.05;0.03;0.078;0.016;16.8;0.0;0.02;0.003;4.5;0.06;0.1;2.8;0.083;4.3;41.2;0.034;0.014;33.811
1332;taffy;taffy;60;0.5;0.3;0.1;0.045;13.7;10.3;0.087;0.0;1.4;0.028;0.7;0.096;0.026;0.011;0.0;0.0;0.046;0.018;0.013;0.0;0.0;0.0;0.062;0.034;1.2;0.0;0.016;0.0;0.0;0.2;0.5;0.054;14.358
1333;eisbonbons mac iver;Eisbonbons Mac Iver;23;0.0;0.0;5.6;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1334;caramels;karamel;39;0.8;0.3;0.2;0.4;7.8;6.6;0.5;0.0;0.7;0.015;0.9;0.021;0.005;0.061;0.03;0.04;0.094;0.092;0.088;0.024;0.0;0.002;0.014;13.9;0.06;0.049;1.7;0.006;11.5;21.6;0.087;0.057;23.208
1335;hard candy;permen;24;0.067;0.0;0.0;0.0;5.9;3.8;0.0;0.0;0.0;0.021;0.05;0.0;0.021;0.0;0.0;0.084;0.039;0.09;0.035;0.0;0.0;0.0;0.0;0.2;0.071;0.038;0.2;0.082;0.2;0.3;0.052;0.059;6.182
1336;jellybeans;Jellybeans;4;0.043;0.0;0.0;0.0;1.0;0.8;0.0;0.083;0.0;0.076;0.051;0.0;0.04;0.0;0.0;0.017;0.099;0.098;0.09;0.0;0.0;0.0;0.0;0.08;0.038;0.029;0.055;0.013;0.027;0.4;0.052;0.032;1.216
1337;jellies;jeli;56;0.069;0.033;0.059;0.071;14.7;10.8;0.005;0.2;0.0;0.016;6.3;0.0;0.055;0.098;0.0;0.1;0.039;0.045;0.046;0.2;0.0;0.0;0.063;1.5;0.012;0.084;1.3;0.096;1.3;11.3;0.1;0.041;16.779
1338;wheat germ toasted;Kuman gandum dipanggang;115;3.2;0.5;0.5;2.0;14.9;2.3;8.7;4.5;0.0;0.06;1.7;0.0;0.5;0.1;0.0;0.2;1.7;0.4;0.3;1.8;0.0;4.8;0.098;13.5;0.2;2.7;96.0;6.0;343.8;284.1;0.047;5.0;49.3
1339;crispy brown rice;Nasi merah renyah;124;1.1;0.2;0.3;0.5;27.5;2.9;2.3;2.3;0.0;0.086;1.0;0.0;0.034;0.046;0.0;0.084;0.7;0.0;0.051;0.0;0.0;0.043;0.0;9.0;0.067;0.4;28.2;0.0;90.6;76.2;0.034;0.5;42.6
1340;bran flakes asda;Bran Flakes Asda;109;0.6;0.2;19.5;3.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
1341;amaranth cooked;Amaranth dimasak;251;3.9;0.0;0.0;0.0;46.0;0.0;9.3;5.2;0.0;0.095;184.9;0.0;0.048;0.025;0.0;0.033;0.6;0.0;0.3;0.0;0.0;0.5;0.0;115.6;0.4;5.2;159.9;2.1;364.1;332.1;0.074;2.1;185.2
1342;triticale;Triticale;645;4.0;0.7;0.4;1.8;138.5;0.0;25.1;0.0;0.0;0.049;20.2;0.0;0.8;0.1;0.0;0.3;2.7;2.5;0.3;0.0;0.0;1.7;0.0;71.0;0.9;4.9;249.6;6.2;687.4;637.4;0.0;6.6;243.5
1343;barley raw;Barley Raw;42;0.1;0.041;0.096;0.038;9.3;0.094;1.2;1.9;0.0;0.016;1.2;0.0;0.017;0.002;0.0;0.096;0.6;0.035;0.034;0.0;0.0;0.052;0.061;3.5;0.059;0.3;9.5;0.2;26.5;33.6;0.019;0.3;16.3
1344;bulgur dry;Bulgur kering;171;0.7;0.1;0.06;0.3;37.9;0.2;6.1;9.2;0.0;0.071;4.5;0.0;0.1;0.076;0.0;0.018;2.6;0.5;0.2;0.0;0.0;0.093;0.044;17.5;0.2;1.2;82.0;1.5;150.0;205.0;0.073;1.0;72.6
1345;cottonseed kernels roasted;Kernel biji kapas dipanggang;754;54.1;14.5;10.3;26.9;32.6;0.0;48.6;8.2;0.0;0.073;6.9;0.0;1.1;0.3;0.0;0.4;4.5;0.7;1.2;13.4;0.0;0.0;0.0;149.0;1.8;8.0;655.6;3.2;1192.0;2011.5;0.0;8.9;313.9
1346;rice bran;nasi dedak;373;24.6;4.9;8.9;8.8;58.6;1.1;15.8;24.8;0.0;0.036;7.2;0.0;3.2;0.028;0.0;0.3;40.1;8.7;4.8;0.0;0.0;5.8;0.051;67.3;0.9;21.9;921.6;16.8;1978.9;1752.3;0.018;7.1;213.0
1347;chaptti roti indian bread;BROKI ROTI BRAPTTI ROTI;491;2.5;2.5;99.9;17.5;0.089;68.4;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.551
1348;quinoa cooked;Quinoa dimasak;222;3.6;0.4;1.0;2.0;39.4;1.6;8.1;5.2;0.0;0.026;132.5;0.0;0.2;0.084;0.0;0.2;0.8;0.0;0.2;0.0;0.0;1.2;0.0;31.5;0.4;2.8;118.4;1.2;281.2;318.2;0.058;2.0;90.6
1349;dar vida swiss original;Dar Vida Swiss Asli;116;3.1;0.3;17.8;2.8;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6
1350;teff cooked;Teff dimasak;255;1.6;0.0;0.0;0.0;50.0;0.0;9.8;7.1;0.0;0.053;188.8;0.0;0.5;0.016;0.0;0.056;2.3;0.0;0.2;0.0;0.0;0.0;0.0;123.5;0.6;5.2;126.0;7.2;302.4;269.6;0.0;2.8;197.2
1351;couscous dry;couscous kering;650;1.1;0.2;0.2;0.4;134.0;0.0;22.1;8.7;0.0;0.031;14.8;0.0;0.3;0.059;0.0;0.1;6.0;2.2;0.2;0.0;0.0;0.0;0.0;41.5;0.4;1.9;76.1;1.3;294.1;287.2;0.0;1.4;209.3
1352;weetabix weetabix;Weetabix Weetabix;2078;11.5;396.1;68.9;57.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.5
1353;oat bran cooked;Oat Bran dimasak;88;1.9;0.4;0.6;0.7;25.1;0.0;7.0;5.7;0.0;0.082;184.0;0.0;0.4;0.022;0.0;0.017;0.3;0.5;0.073;0.0;0.0;0.0;0.0;21.9;0.1;1.9;87.6;2.1;260.6;201.5;0.023;1.2;63.5
1354;buckwheat cooked;Soba matang;155;1.0;0.2;0.3;0.3;33.5;1.5;5.7;4.5;0.0;0.053;127.1;0.0;0.079;0.066;0.0;0.087;1.6;0.6;0.1;0.0;0.0;0.2;0.031;11.8;0.2;1.3;85.7;0.7;117.6;147.8;0.044;1.0;57.8
1355;millet puffed;Millet mengembang;74;0.7;0.1;0.2;0.4;16.8;0.1;2.7;0.6;0.0;0.076;0.5;0.0;0.072;0.044;0.0;0.099;0.9;0.0;0.08;0.0;0.0;0.1;0.029;1.7;0.1;0.6;22.3;0.0;55.9;8.4;0.084;0.3;23.1
1356;oat bran raw;oat bran mentah;23;0.5;0.077;0.2;0.2;4.9;0.1;1.3;1.2;0.0;0.036;32.4;0.0;0.5;0.091;0.0;0.06;0.084;0.017;0.0;0.0;5.6;0.044;0.4;18.0;51.6;40.0;0.2;0.0;0.0;0.0;0.0;0.0;65.9
1357;popcorn oil popped;Minyak popcorn muncul;64;4.8;0.8;1.1;2.6;5.0;0.027;0.8;0.9;0.0;0.018;0.1;0.0;0.074;0.052;0.0;0.099;0.1;0.1;0.067;0.086;0.0;0.3;0.08;0.4;0.062;0.2;8.7;0.051;21.9;20.0;0.03;0.3;12.109
1358;kamut cooked;Kamut dimasak;251;1.6;0.0;0.0;0.0;52.4;0.0;11.1;6.7;0.0;0.038;105.6;0.0;0.2;0.017;0.0;0.06;4.7;0.0;0.1;0.0;0.0;0.0;0.0;17.2;0.4;3.5;96.3;2.1;304.4;347.4;0.058;3.0;92.5
1359;wheat bran;Bran gandum;125;2.5;0.4;0.4;1.3;37.4;0.2;9.0;24.8;0.0;0.015;5.7;0.0;0.3;0.005;0.0;0.3;7.9;1.3;0.8;0.0;0.0;0.9;0.01;42.3;0.6;6.1;354.4;6.7;587.5;685.6;0.066;4.2;122.1
1360;cheese popcorn;Popcorn Keju;58;3.7;0.7;1.1;1.7;5.7;0.0;1.0;1.1;1.2;0.002;0.3;0.09;0.009;0.06;0.076;0.017;0.2;0.089;0.015;0.074;0.0;0.0;0.0;12.4;0.044;0.2;10.0;0.097;39.7;28.7;0.096;0.2;24.284
1361;raisin bran crunch kelloggs;Raisin Bran Crunch Kelloggs;90;0.5;0.0;0.0;0.0;21.2;9.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.6
1362;couscous cooked;couscous dimasak;176;0.3;0.091;0.063;0.1;36.5;0.2;6.0;2.2;0.0;0.054;113.9;0.0;0.026;0.087;0.0;0.092;1.5;0.6;0.058;0.0;0.0;0.2;0.046;12.6;0.065;0.6;12.6;0.1;34.5;91.1;0.01;0.4;58.2
1363;multigrain cheerios general mills;Multigrain Cheerios General Mills;4;0.005;0.0;0.08;0.095;1.0;0.2;0.038;0.1;0.072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.248
1364;bulgur cooked;Bulgur dimasak;151;0.4;0.053;0.083;0.2;33.8;0.2;5.6;8.2;0.0;0.049;141.5;0.0;0.1;0.022;0.0;0.017;1.8;0.6;0.2;0.0;0.0;0.051;0.093;18.2;0.1;1.7;58.2;1.1;72.8;123.8;0.026;1.0;67.9
1365;popcorn air popped;Udara popcorn muncul;31;0.4;0.011;0.014;0.2;6.2;0.086;1.0;1.2;0.0;0.016;0.3;0.0;0.031;0.099;0.0;0.092;0.2;0.097;0.057;0.0;0.0;0.097;0.071;0.6;0.02;0.3;11.5;0.092;28.6;26.3;0.0;0.2;9.7
1366;teff raw;Teff Raw;708;4.6;0.9;1.1;2.1;141.1;3.6;25.7;15.4;0.0;0.053;17.0;0.0;0.8;0.0;0.0;0.5;6.5;1.8;0.9;0.0;0.0;0.2;0.03;347.4;1.6;14.7;355.1;17.8;828.0;824.1;0.038;7.0;548.9
1367;spelt cooked;dieja dimasak;246;1.6;0.0;0.0;0.0;51.3;0.0;10.7;7.6;0.0;0.041;129.1;0.0;0.2;0.066;0.0;0.087;5.0;0.0;0.2;0.0;0.0;0.5;0.0;19.4;0.4;3.2;95.1;2.1;291.0;277.4;0.042;2.4;93.8
1368;millet raw;Millet Raw;756;8.4;1.4;1.5;4.3;145.7;0.0;22.0;17.0;0.0;0.013;17.3;0.0;0.8;0.2;0.0;0.6;9.4;1.7;0.8;0.0;0.0;0.1;0.027;16.0;1.5;6.0;228.0;3.3;570.0;390.0;0.0;3.4;215.1
1369;popcorn unpopped;Popcorn tidak dipopulerkan;106;1.2;0.2;0.3;0.7;20.9;0.3;3.1;3.6;0.0;0.001;3.0;0.0;0.087;0.001;0.0;0.051;0.5;0.1;0.054;0.0;0.0;0.026;0.0;1.4;0.042;0.9;34.8;0.3;84.6;77.5;0.0;0.8;31.1
1370;whole wheat cooked;seluruh gandum dimasak;150;1.0;0.1;0.1;0.5;33.2;0.2;4.8;3.9;0.0;0.6;202.3;0.0;0.2;0.085;0.0;0.1;2.2;0.4;0.2;0.0;0.0;0.6;0.056;16.9;0.2;1.5;53.2;1.4;167.0;171.8;0.025;1.2;61.3
1371;wheat sprouted;gandum tumbuh;214;1.4;0.2;0.2;0.6;45.9;0.0;8.1;1.2;0.0;0.026;51.6;0.0;0.2;0.023;0.0;0.2;3.3;1.0;0.3;2.8;0.0;0.0;0.0;30.2;0.3;2.3;88.6;2.0;216.0;182.5;0.004;1.8;91.9
1372;whole wheat dry;gandum utuh kering;96;0.6;0.031;0.095;0.3;21.1;0.1;3.1;2.7;0.0;0.036;2.8;0.0;0.1;0.053;0.0;0.087;1.4;0.3;0.1;0.0;0.0;0.4;0.092;11.2;0.1;0.9;34.2;0.9;106.1;108.9;0.031;0.7;39.6
1373;caramel popcorn;Karamel Popcorn;122;3.6;1.0;0.8;1.3;22.4;15.1;1.1;1.5;1.4;0.069;0.8;0.066;0.044;0.079;0.0;0.086;0.6;0.018;0.052;0.0;0.0;0.3;0.094;12.2;0.054;0.5;9.9;0.1;23.5;30.8;0.067;0.2;41.396
1374;wheat puffed;gandum kembung;44;0.1;0.025;0.0;0.0;9.6;0.0;1.8;0.5;0.0;0.03;0.4;0.0;0.3;0.092;0.0;0.2;4.2;0.092;0.041;0.0;0.0;0.0;0.0;3.4;0.086;3.8;17.4;0.2;42.6;41.8;0.084;0.3;19.2
1375;roggenmischbrot sonnenblumenkerne aldi;roggenmischbrot sonnenblumenkerne aldi;82;3.1;9.9;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1
1376;wheat germ;kuman gandum;112;3.0;0.5;0.4;1.9;16.1;0.0;7.2;4.1;0.0;0.037;3.4;0.0;0.6;0.087;0.0;0.2;2.1;0.7;0.4;0.0;0.0;0.0;0.0;12.1;0.2;1.9;74.1;4.1;261.0;276.5;0.056;3.8;44.4
1377;microwave popcorn;Microwave Popcorn;465;26.3;12.7;9.2;3.6;49.8;0.3;7.3;8.7;0.0;0.6;0.8;0.7;0.072;0.073;0.034;0.0;0.073;1.4;0.2;0.3;0.0;0.0;2.5;0.052;20.0;0.2;1.8;95.7;0.7;239.3;341.9;0.004;93.352
1378;millet cooked;millet dimasak;207;1.7;0.3;0.3;0.9;41.2;0.2;6.1;2.3;0.0;0.046;124.3;0.0;0.2;0.088;0.0;0.1;2.3;0.3;0.2;0.0;0.0;0.019;0.021;5.2;0.3;1.1;76.6;0.5;174.0;107.9;0.094;1.6;57.6
1379;kamut raw;Kamut Raw;627;4.1;0.4;0.4;1.1;130.9;15.2;27.3;16.9;0.0;0.012;20.4;0.035;0.0;1.1;0.0;0.0;0.3;11.8;1.7;0.5;0.0;0.0;1.1;0.043;44.6;1.0;8.2;249.2;5.3;718.0;829.6;0.1;180.788
1380;wheat durum;Durum gandum;651;4.7;0.9;0.7;1.9;136.6;0.0;26.3;0.0;0.0;0.032;21.0;0.0;0.8;0.054;0.0;0.2;12.9;1.8;0.8;0.0;0.0;0.0;0.0;65.3;1.1;6.8;276.5;5.8;975.4;827.5;0.2;8.0;239.7
1381;sorghum;Sorgum;651;6.3;0.9;1.9;2.6;143.3;0.0;21.7;12.1;0.0;0.045;17.7;0.0;0.5;0.0;0.0;0.3;5.6;0.0;0.0;0.0;0.0;0.0;0.0;53.8;0.0;8.4;0.0;0.0;551.0;672.0;0.0;0.0;245.6
1382;white wheat;gandum putih;657;3.3;0.5;0.4;1.4;145.7;0.8;21.7;23.4;0.0;0.094;18.4;0.0;0.7;0.058;0.0;0.2;8.4;1.8;0.7;0.0;0.0;1.9;0.089;61.4;0.7;8.8;178.6;7.3;681.6;829.4;0.0;6.4;264.3
1383;rye;gandum hitam;571;2.8;0.3;0.4;1.3;128.2;1.7;17.5;25.5;0.0;0.078;17.9;0.0;0.5;0.036;0.0;0.4;7.2;2.5;0.5;0.0;0.0;1.4;0.092;40.6;0.6;4.4;185.9;4.4;561.1;861.9;0.032;4.5;219.0
1384;spelt raw;dieja mentah;588;4.2;0.7;0.8;2.2;122.1;11.9;25.4;18.6;0.0;0.076;19.2;0.0;0.6;0.056;0.0;0.2;11.9;1.9;0.4;0.0;0.0;1.4;0.037;47.0;0.9;7.7;236.6;5.2;697.7;675.1;0.051;5.7;225.0
1385;buckwheat raw;Buckwheat mentah;41;0.4;0.007;0.1;0.1;8.6;0.0;1.6;1.2;0.0;0.054;1.2;0.0;0.054;0.03;0.0;0.015;0.8;0.1;0.005;0.0;0.0;0.0;0.0;2.2;0.1;0.3;27.7;0.2;41.6;55.2;0.094;0.3;14.3
1386;honey cereali general mills;Honey Cereali General Mills;104;2.0;21.2;3.0;188.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
1387;barley cooked;gandum dimasak;193;0.7;0.1;0.039;0.3;44.3;0.4;3.5;6.0;0.0;0.064;108.0;0.0;0.1;0.008;0.0;0.037;3.2;0.2;0.2;0.0;0.0;0.098;0.057;17.3;0.2;2.1;34.5;0.4;84.8;146.0;0.073;1.3;73.9
1388;oats;Oat;39;0.7;0.1;0.2;0.3;6.6;0.0;1.7;1.1;0.0;0.074;0.8;0.0;0.01;0.085;0.0;0.026;0.016;0.1;0.032;0.0;0.0;0.0;0.0;5.4;0.006;0.5;17.7;0.5;52.3;42.9;0.0;0.4;16.0
1389;amaranth raw;Amaranth Raw;37;0.7;0.1;0.2;0.3;6.5;0.2;1.4;0.7;0.0;0.077;1.1;0.0;0.084;0.065;0.0;0.004;0.073;0.1;0.024;0.4;0.0;0.1;0.0;15.9;0.048;0.8;24.8;0.3;55.7;50.8;0.05;0.3;26.4
1390;semolina;Semolina;601;1.8;0.3;0.2;0.7;121.6;0.0;21.2;6.5;0.0;0.097;21.2;0.0;1.4;0.3;0.0;1.0;10.0;1.0;0.2;0.0;0.0;0.4;0.0;28.4;0.3;7.3;78.5;1.0;227.1;310.6;0.1;1.8;186.8
1391;quinoa dry;quinoa kering;221;3.6;0.4;1.0;2.0;38.5;0.0;8.5;4.2;0.0;0.026;8.0;0.0;0.2;0.1;0.0;0.2;0.9;0.5;0.3;0.0;0.0;1.5;0.0;28.2;0.4;2.7;118.2;1.2;274.2;337.8;0.056;1.9;85.7
1392;wheat shredded;gandum parut;155;1.0;0.2;0.2;0.6;36.2;0.4;5.2;5.5;0.0;0.086;2.8;0.0;0.1;0.002;0.0;0.01;2.4;0.1;0.5;4.6;0.0;0.0;0.041;23.0;0.2;1.4;61.2;1.2;170.2;173.0;0.06;1.4;76.9
1393;cattail;cattail;5;0.0;0.0;0.0;0.0;1.0;0.074;0.2;0.9;0.0;0.031;17.6;0.0;0.075;0.005;0.0;0.054;0.082;0.089;0.012;0.1;0.0;0.0;0.021;10.3;0.03;0.2;12.0;0.1;8.6;58.7;0.091;0.064;12.7
1394;peanut granola bar;Peanut Granola Bar;116;5.7;0.8;1.7;2.9;15.0;8.2;2.4;0.7;0.0;0.006;0.6;0.062;0.006;0.01;0.0;0.008;0.5;0.1;0.023;0.012;0.0;1.3;0.095;9.8;0.02;0.6;13.2;0.3;33.4;69.8;0.061;0.3;34.218
1395;vanilla bluberry bar kind;jenis vanilla bluberry bar;49;1.4;8.4;2.5;0.7;0.9;0.096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3
1396;coconut granola bar;Coconut Granola Bar;150;9.1;6.4;1.4;0.9;15.6;9.7;1.5;1.8;0.0;0.006;1.7;0.0;0.041;0.008;0.053;0.064;0.1;0.0;0.056;0.1;0.0;0.019;0.072;11.9;0.045;0.5;15.8;0.0;43.6;71.9;0.053;0.3;40.5
1397;almond granola bar;Almond Granola Bar;119;6.1;3.0;1.9;0.9;14.9;0.0;1.8;1.2;0.0;0.067;0.7;0.0;0.031;0.009;0.0;0.0;0.1;0.1;0.077;0.0;0.0;0.0;0.0;7.7;0.017;0.6;19.4;0.3;54.7;65.5;0.06;0.4;32.3
1398;chocolate chip granola bar;Chocolate Chip Granola Bar;105;3.9;2.7;0.6;0.3;17.3;0.0;1.8;1.1;0.0;0.062;0.6;0.0;0.076;0.014;0.0;0.071;0.1;0.1;0.057;0.1;0.0;0.0;0.0;18.5;0.008;0.7;17.3;0.4;49.0;60.2;0.018;0.5;43.38
1399;fruit granola bar;Buah granola buah;82;0.2;0.034;0.032;0.093;18.6;13.3;1.4;1.8;0.0;0.028;3.3;0.0;0.006;0.007;0.002;0.009;0.034;0.0;0.4;0.4;0.0;0.071;0.099;0.7;0.003;1.0;12.0;0.0;29.3;52.8;0.052;0.3;24.1
1400;granola bar;Granola Bar;99;4.2;0.5;0.9;2.5;13.5;6.0;2.1;1.1;0.0;0.084;0.8;0.0;0.059;0.011;0.0;0.061;0.3;0.2;0.003;0.2;0.0;0.4;0.022;12.8;0.081;0.6;20.4;0.4;58.2;70.6;0.027;0.4;34.5
1401;peanut bar;Bar Kacang;209;13.5;1.9;6.7;4.3;19.0;16.9;6.2;1.6;0.0;0.059;0.6;0.0;0.051;0.042;0.0;0.093;3.2;0.3;0.089;0.0;0.0;1.6;0.0;31.2;0.3;0.4;44.0;0.5;123.2;162.8;0.043;1.6;71.9
1402;milk cereal bar;bar sereal susu;103;2.7;2.3;0.3;0.01;18.0;11.5;1.6;0.1;1.5;0.087;2.2;0.085;0.2;0.094;0.046;0.2;2.0;0.1;0.2;3.9;0.027;0.1;0.002;102.5;0.028;1.5;5.3;0.055;38.8;63.5;0.041;0.2;130.334
1403;almond rice bar;Bar Nasi Almond;128;5.7;1.1;2.1;2.2;18.1;0.0;2.0;1.0;0.0;0.0;1.9;0.0;0.4;0.0;0.0;0.4;4.9;0.2;0.5;3.2;0.0;0.0;0.0;20.7;0.057;1.8;19.9;0.4;46.8;64.1;0.0;1.5;52.5
1404;fruit nut squares;kotak kacang buah;55;1.3;0.1;0.2;1.0;10.3;6.4;0.3;0.3;0.0;0.086;1.9;0.0;0.033;0.021;0.0;0.014;0.008;0.099;0.049;0.065;0.0;0.004;0.068;2.4;0.054;0.1;3.5;0.052;7.6;11.5;0.068;0.034;14.762
1405;rice wheat cereal bar;bar sereal gandum beras;90;2.0;0.0;1.4;0.5;16.0;7.0;2.0;0.4;0.0;0.1;1.7;0.0;0.2;0.013;0.0;0.2;2.0;0.018;0.2;0.0;0.0;0.6;0.058;6.8;0.01;0.6;10.1;0.3;29.9;31.5;0.097;0.4;27.8
1406;crisped rice bar;Bilah nasi yang renyah;113;3.8;1.5;1.1;1.0;20.4;0.0;1.4;0.6;0.0;0.01;2.0;0.0;0.1;0.019;0.0;0.2;2.0;0.0;0.2;0.0;0.0;0.0;0.0;5.9;0.045;1.8;13.4;0.3;37.5;47.0;0.02;0.2;33.9
1407;brown rice raw;Nasi merah mentah;685;5.4;1.1;2.0;1.9;142.9;1.6;14.7;6.5;0.0;0.086;19.2;0.0;0.7;0.014;0.0;0.2;9.4;2.8;0.9;0.0;0.0;2.2;0.024;42.6;0.5;2.7;264.6;6.9;616.1;412.6;0.038;3.7;214.8
1408;rice pilaf cooked;nasi pilaf dimasak;352;8.8;1.8;3.7;3.0;61.1;0.6;7.0;1.4;0.0;1.0;158.2;0.055;0.4;0.0;0.0;0.012;4.4;0.6;0.3;0.0;0.0;0.6;0.0;69.0;0.1;2.0;26.2;0.7;114.2;164.2;0.049;0.9;149.399
1409;beef flavored rice raw;nasi rasa daging sapi mentah;657;2.3;0.0;0.0;0.0;139.1;0.0;19.8;2.9;0.0;2.4;15.1;0.0;1.3;0.0;0.0;0.2;9.7;1.0;0.3;0.0;0.0;0.3;0.0;58.6;0.3;5.2;62.2;1.7;228.8;309.3;0.068;2.5;227.9
